,Crash_Year,Crash_Police_Region,Casualty_Severity,Casualty_AgeGroup,Casualty_Gender,Casualty_RoadUserType,Casualty_Count
17390,2014,Brisbane,Medically treated,40 to 49,Male,Driver,149
17397,2016,Brisbane,Minor injury,50 to 59,Female,Driver,41
17402,2015,Brisbane,Hospitalised,25 to 29,Female,Driver,40
17411,2014,Brisbane,Medically treated,30 to 39,Female,Driver,197
17414,2014,Brisbane,Medically treated,60 to 74,Male,Passenger,5
17419,2013,Brisbane,Medically treated,50 to 59,Female,Driver,121
17430,2015,Brisbane,Hospitalised,50 to 59,Male,Driver,58
17431,2014,Brisbane,Medically treated,50 to 59,Male,Motorcyclist,30
17438,2015,Brisbane,Medically treated,17 to 24,Male,Driver,154
17439,2014,Brisbane,Minor injury,50 to 59,Male,Driver,41
17444,2013,Brisbane,Medically treated,40 to 49,Female,Passenger,36
17445,2014,Brisbane,Hospitalised,75 and over,Male,Pedestrian,8
17448,2013,Brisbane,Medically treated,25 to 29,Female,Passenger,32
17457,2014,Brisbane,Hospitalised,60 to 74,Male,Passenger,6
17458,2014,Brisbane,Hospitalised,40 to 49,Female,Passenger,14
17459,2013,Brisbane,Medically treated,25 to 29,Male,Passenger,19
17460,2014,Brisbane,Minor injury,17 to 24,Male,Driver,52
17466,2013,Brisbane,Medically treated,30 to 39,Male,Passenger,19
17467,2014,Brisbane,Minor injury,50 to 59,Male,Motorcyclist,7
17468,2014,Brisbane,Hospitalised,17 to 24,Female,Pedestrian,16
17469,2014,Brisbane,Medically treated,0 to 16,Unknown,Passenger,1
17474,2018,Brisbane,Minor injury,30 to 39,Female,Driver,69
17476,2018,Brisbane,Medically treated,50 to 59,Male,Driver,96
17478,2018,Brisbane,Medically treated,0 to 16,Male,Passenger,33
17489,2018,Brisbane,Medically treated,40 to 49,Male,Driver,166
17490,2017,Brisbane,Hospitalised,50 to 59,Female,Driver,63
17492,2017,Brisbane,Minor injury,30 to 39,Female,Passenger,14
17497,2018,Brisbane,Minor injury,40 to 49,Male,Driver,60
17498,2017,Brisbane,Minor injury,30 to 39,Male,Driver,94
17501,2018,Brisbane,Medically treated,75 and over,Female,Driver,17
17506,2014,Brisbane,Minor injury,25 to 29,Male,Driver,53
17507,2017,Brisbane,Hospitalised,25 to 29,Male,Motorcyclist,53
17517,2015,Brisbane,Hospitalised,60 to 74,Male,Bicyclist,5
17522,2017,Brisbane,Medically treated,25 to 29,Female,Passenger,39
17523,2016,Brisbane,Hospitalised,17 to 24,Male,Pedestrian,17
17528,2017,Brisbane,Hospitalised,25 to 29,Female,Driver,43
17530,2017,Brisbane,Hospitalised,50 to 59,Male,Bicyclist,29
17531,2016,Brisbane,Medically treated,0 to 16,Female,Passenger,58
17533,2016,Brisbane,Hospitalised,60 to 74,Female,Passenger,21
17539,2017,Brisbane,Minor injury,50 to 59,Male,Driver,53
17542,2018,Brisbane,Hospitalised,40 to 49,Male,Bicyclist,19
17545,2017,Brisbane,Hospitalised,0 to 16,Male,Passenger,21
17548,2018,Brisbane,Medically treated,50 to 59,Female,Passenger,30
17560,2018,Brisbane,Medically treated,25 to 29,Male,Passenger,16
17777,2013,Brisbane,Hospitalised,60 to 74,Male,Driver,50
17783,2013,Brisbane,Hospitalised,17 to 24,Male,Bicyclist,14
17791,2013,Brisbane,Hospitalised,60 to 74,Male,Bicyclist,6
17798,2015,Brisbane,Medically treated,30 to 39,Male,Bicyclist,34
17800,2014,Brisbane,Medically treated,50 to 59,Female,Bicyclist,3
17804,2015,Brisbane,Minor injury,40 to 49,Female,Passenger,14
17809,2016,Brisbane,Minor injury,50 to 59,Male,Pedestrian,2
17811,2014,Brisbane,Minor injury,60 to 74,Female,Pedestrian,2
17815,2013,Brisbane,Medically treated,30 to 39,Female,Motorcyclist,7
17824,2015,Brisbane,Hospitalised,40 to 49,Male,Passenger,7
17825,2015,Brisbane,Minor injury,30 to 39,Female,Passenger,8
17826,2013,Brisbane,Minor injury,25 to 29,Female,Passenger,12
17829,2015,Brisbane,Medically treated,17 to 24,Male,Pedestrian,9
17840,2013,Brisbane,Medically treated,30 to 39,Male,Pedestrian,8
17842,2017,Brisbane,Fatality,30 to 39,Male,Motorcyclist,3
17849,2017,Brisbane,Medically treated,75 and over,Female,Passenger,6
17855,2014,Brisbane,Medically treated,0 to 16,Male,Pedestrian,12
17858,2017,Brisbane,Hospitalised,30 to 39,Female,Pedestrian,10
17862,2015,Brisbane,Medically treated,25 to 29,Male,Passenger,23
17864,2017,Brisbane,Minor injury,17 to 24,Male,Passenger,15
17872,2013,Brisbane,Medically treated,30 to 39,Male,Motorcyclist,46
17874,2018,Brisbane,Minor injury,60 to 74,Female,Passenger,6
17878,2018,Brisbane,Hospitalised,75 and over,Female,Passenger,14
17882,2018,Brisbane,Fatality,40 to 49,Male,Passenger,1
18013,2013,Brisbane,Hospitalised,25 to 29,Female,Passenger,26
18023,2015,Brisbane,Medically treated,17 to 24,Male,Passenger,38
18027,2016,Brisbane,Hospitalised,0 to 16,Male,Bicyclist,14
18031,2013,Brisbane,Minor injury,40 to 49,Male,Bicyclist,13
18032,2016,Brisbane,Medically treated,17 to 24,Unknown,Bicyclist,1
18042,2015,Brisbane,Medically treated,75 and over,Female,Pedestrian,5
18050,2013,Brisbane,Minor injury,Unknown,Female,Passenger,4
18054,2014,Brisbane,Hospitalised,0 to 16,Male,Pedestrian,14
18062,2017,Brisbane,Minor injury,60 to 74,Female,Passenger,12
18069,2017,Brisbane,Minor injury,60 to 74,Male,Driver,32
18074,2013,Brisbane,Minor injury,40 to 49,Male,Passenger,6
18079,2017,Brisbane,Hospitalised,30 to 39,Male,Pedestrian,14
18082,2018,Brisbane,Minor injury,17 to 24,Male,Motorcyclist,7
18083,2017,Brisbane,Minor injury,50 to 59,Female,Passenger,11
18190,2013,Brisbane,Hospitalised,50 to 59,Female,Bicyclist,5
18191,2013,Brisbane,Hospitalised,17 to 24,Male,Passenger,40
18204,2013,Brisbane,Minor injury,60 to 74,Male,Passenger,3
18206,2016,Brisbane,Hospitalised,0 to 16,Female,Bicyclist,4
18207,2015,Brisbane,Hospitalised,40 to 49,Female,Bicyclist,2
18208,2014,Brisbane,Hospitalised,25 to 29,Female,Bicyclist,6
18215,2015,Brisbane,Medically treated,60 to 74,Male,Passenger,6
18216,2016,Brisbane,Hospitalised,17 to 24,Female,Passenger,30
18217,2015,Brisbane,Medically treated,25 to 29,Female,Pedestrian,7
18219,2015,Brisbane,Fatality,30 to 39,Female,Passenger,2
18223,2014,Brisbane,Minor injury,50 to 59,Female,Passenger,11
18227,2017,Brisbane,Minor injury,25 to 29,Male,Bicyclist,5
18228,2017,Brisbane,Medically treated,40 to 49,Female,Bicyclist,8
18242,2018,Brisbane,Hospitalised,25 to 29,Male,Bicyclist,16
18322,2013,Brisbane,Hospitalised,60 to 74,Female,Pedestrian,7
18342,2013,Brisbane,Medically treated,40 to 49,Female,Bicyclist,5
18344,2016,Brisbane,Hospitalised,50 to 59,Male,Bicyclist,13
18347,2013,Brisbane,Minor injury,17 to 24,Female,Bicyclist,3
18348,2014,Brisbane,Hospitalised,17 to 24,Male,Bicyclist,13
18352,2016,Brisbane,Hospitalised,40 to 49,Male,Passenger,4
18353,2014,Brisbane,Hospitalised,75 and over,Female,Pedestrian,6
18355,2013,Brisbane,Medically treated,75 and over,Female,Driver,15
18362,2018,Brisbane,Medically treated,0 to 16,Male,Pedestrian,10
18368,2017,Brisbane,Medically treated,0 to 16,Male,Bicyclist,3
18373,2015,Brisbane,Minor injury,Unknown,Male,Passenger,2
18380,2014,Brisbane,Hospitalised,40 to 49,Female,Pedestrian,8
18470,2013,Brisbane,Medically treated,50 to 59,Male,Passenger,8
18472,2014,Brisbane,Hospitalised,40 to 49,Female,Motorcyclist,7
18476,2018,Brisbane,Medically treated,60 to 74,Male,Motorcyclist,8
18568,2014,Brisbane,Medically treated,40 to 49,Male,Pedestrian,8
18576,2014,Brisbane,Hospitalised,40 to 49,Male,Pedestrian,7
18591,2018,Brisbane,Minor injury,17 to 24,Male,Bicyclist,3
18592,2018,Brisbane,Hospitalised,17 to 24,Female,Pedestrian,9
18639,2013,Brisbane,Fatality,17 to 24,Male,Driver,3
18646,2014,Brisbane,Medically treated,25 to 29,Unknown,Passenger,2
18647,2015,Brisbane,Hospitalised,0 to 16,Unknown,Passenger,3
18651,2014,Brisbane,Hospitalised,Unknown,Male,Driver,1
18652,2018,Brisbane,Medically treated,0 to 16,Female,Pedestrian,4
18717,2016,Brisbane,Medically treated,40 to 49,Female,Motorcyclist,10
18724,2014,Brisbane,Medically treated,50 to 59,Male,Pedestrian,2
18734,2017,Brisbane,Fatality,17 to 24,Female,Passenger,1
18780,2014,Brisbane,Fatality,25 to 29,Male,Motorcyclist,1
18782,2013,Brisbane,Fatality,60 to 74,Male,Driver,1
18784,2015,Brisbane,Medically treated,40 to 49,Female,Bicyclist,4
18791,2017,Brisbane,Fatality,17 to 24,Male,Driver,2
18795,2017,Brisbane,Medically treated,50 to 59,Female,Bicyclist,2
18798,2018,Brisbane,Medically treated,40 to 49,Unknown,Passenger,1
18799,2017,Brisbane,Medically treated,75 and over,Male,Passenger,5
18800,2018,Brisbane,Fatality,60 to 74,Male,Pedestrian,1
18841,2016,Brisbane,Fatality,75 and over,Female,Pedestrian,1
18844,2018,Brisbane,Hospitalised,0 to 16,Female,Pedestrian,7
18845,2017,Brisbane,Minor injury,30 to 39,Female,Motorcyclist,2
18847,2018,Brisbane,Hospitalised,50 to 59,Female,Bicyclist,1
18856,2018,Brisbane,Medically treated,25 to 29,Female,Pedestrian,4
18901,2015,Brisbane,Medically treated,25 to 29,Unknown,Driver,2
18903,2016,Brisbane,Fatality,25 to 29,Male,Driver,2
18912,2014,Brisbane,Minor injury,30 to 39,Male,Pedestrian,1
18914,2016,Brisbane,Minor injury,60 to 74,Male,Other,1
18916,2015,Brisbane,Medically treated,60 to 74,Female,Motorcyclist,1
18951,2013,Brisbane,Fatality,75 and over,Female,Pedestrian,1
18958,2014,Brisbane,Hospitalised,60 to 74,Female,Motorcyclist,1
18962,2017,Brisbane,Hospitalised,25 to 29,Female,Bicyclist,4
19042,2014,Brisbane,Hospitalised,40 to 49,Unknown,Motorcyclist,1
19075,2013,Brisbane,Medically treated,50 to 59,Female,Motorcyclist,1
19080,2016,Brisbane,Fatality,17 to 24,Male,Motorcyclist,2
19084,2015,Brisbane,Medically treated,60 to 74,Male,Pedestrian,5
19085,2013,Brisbane,Minor injury,60 to 74,Male,Motorcyclist,3
19089,2016,Brisbane,Minor injury,75 and over,Female,Driver,3
19091,2016,Brisbane,Hospitalised,50 to 59,Female,Bicyclist,3
19092,2018,Brisbane,Medically treated,25 to 29,Female,Bicyclist,3
19125,2017,Brisbane,Minor injury,17 to 24,Female,Bicyclist,3
19127,2017,Brisbane,Medically treated,17 to 24,Unknown,Driver,1
19155,2016,Brisbane,Medically treated,50 to 59,Unknown,Passenger,1
19157,2016,Brisbane,Minor injury,17 to 24,Female,Pedestrian,1
19158,2016,Brisbane,Hospitalised,0 to 16,Male,Driver,3
19214,2014,Brisbane,Hospitalised,Unknown,Female,Bicyclist,1
19245,2013,Brisbane,Medically treated,60 to 74,Male,Bicyclist,3
19248,2014,Brisbane,Minor injury,60 to 74,Male,Passenger,3
19250,2013,Brisbane,Minor injury,0 to 16,Female,Pedestrian,1
19252,2015,Brisbane,Hospitalised,Unknown,Male,Passenger,1
19254,2014,Brisbane,Minor injury,60 to 74,Male,Pedestrian,1
19277,2013,Brisbane,Fatality,17 to 24,Male,Bicyclist,1
19278,2015,Brisbane,Hospitalised,60 to 74,Female,Bicyclist,1
19279,2013,Brisbane,Medically treated,30 to 39,Male,Other,1
19300,2013,Brisbane,Minor injury,17 to 24,Male,Bicyclist,1
19333,2017,Brisbane,Fatality,17 to 24,Male,Motorcyclist,2
19354,2014,Brisbane,Hospitalised,50 to 59,Female,Bicyclist,2
19357,2013,Brisbane,Minor injury,17 to 24,Female,Pedestrian,2
19377,2015,Brisbane,Medically treated,50 to 59,Male,Other,1
19398,2014,Brisbane,Fatality,17 to 24,Female,Bicyclist,2
19400,2013,Brisbane,Hospitalised,0 to 16,Female,Bicyclist,2
19408,2017,Brisbane,Medically treated,50 to 59,Female,Pedestrian,1
19428,2017,Brisbane,Medically treated,17 to 24,Female,Motorcyclist,2
19443,2016,Brisbane,Medically treated,75 and over,Male,Passenger,1
19450,2016,Brisbane,Medically treated,Unknown,Male,Bicyclist,1
19519,2016,Brisbane,Fatality,25 to 29,Female,Driver,1
20056,2013,Brisbane,Minor injury,30 to 39,Male,Driver,79
20058,2013,Brisbane,Hospitalised,0 to 16,Female,Pedestrian,11
20062,2013,Brisbane,Hospitalised,30 to 39,Female,Driver,112
20070,2013,Brisbane,Medically treated,75 and over,Male,Passenger,3
20071,2015,Brisbane,Medically treated,0 to 16,Male,Bicyclist,8
20079,2016,Brisbane,Medically treated,40 to 49,Female,Bicyclist,6
20082,2016,Brisbane,Medically treated,17 to 24,Male,Pedestrian,12
20089,2014,Brisbane,Hospitalised,17 to 24,Male,Driver,117
20093,2016,Brisbane,Medically treated,30 to 39,Female,Motorcyclist,5
20095,2016,Brisbane,Hospitalised,30 to 39,Male,Driver,89
20105,2013,Brisbane,Minor injury,50 to 59,Male,Bicyclist,2
20112,2016,Brisbane,Fatality,60 to 74,Female,Pedestrian,1
20114,2016,Brisbane,Medically treated,30 to 39,Male,Driver,197
20117,2015,Brisbane,Minor injury,17 to 24,Female,Driver,42
20119,2015,Brisbane,Medically treated,40 to 49,Male,Pedestrian,11
20121,2015,Brisbane,Medically treated,17 to 24,Female,Passenger,61
20142,2015,Brisbane,Minor injury,50 to 59,Male,Driver,32
20149,2014,Brisbane,Hospitalised,40 to 49,Male,Driver,71
20150,2014,Brisbane,Medically treated,17 to 24,Male,Passenger,27
20152,2013,Brisbane,Minor injury,25 to 29,Male,Motorcyclist,6
20153,2015,Brisbane,Fatality,30 to 39,Male,Motorcyclist,5
20155,2014,Brisbane,Medically treated,17 to 24,Male,Motorcyclist,32
20156,2013,Brisbane,Minor injury,60 to 74,Female,Passenger,8
20157,2015,Brisbane,Hospitalised,17 to 24,Male,Motorcyclist,51
20162,2013,Brisbane,Medically treated,25 to 29,Female,Driver,126
20163,2014,Brisbane,Medically treated,50 to 59,Female,Passenger,36
20167,2014,Brisbane,Hospitalised,30 to 39,Female,Driver,79
20170,2015,Brisbane,Medically treated,30 to 39,Female,Pedestrian,12
20171,2015,Brisbane,Minor injury,25 to 29,Female,Driver,24
20172,2014,Brisbane,Minor injury,30 to 39,Female,Driver,69
20174,2014,Brisbane,Medically treated,40 to 49,Male,Motorcyclist,24
20180,2014,Brisbane,Hospitalised,17 to 24,Female,Passenger,42
20183,2013,Brisbane,Minor injury,40 to 49,Female,Driver,58
20192,2013,Brisbane,Medically treated,0 to 16,Male,Driver,1
20193,2014,Brisbane,Minor injury,60 to 74,Female,Passenger,5
20198,2017,Brisbane,Minor injury,25 to 29,Female,Driver,62
20201,2017,Brisbane,Minor injury,17 to 24,Female,Passenger,26
20204,2018,Brisbane,Minor injury,30 to 39,Male,Passenger,9
20205,2018,Brisbane,Medically treated,25 to 29,Male,Motorcyclist,33
20206,2018,Brisbane,Medically treated,60 to 74,Male,Passenger,10
20209,2018,Brisbane,Hospitalised,50 to 59,Female,Driver,52
20210,2018,Brisbane,Hospitalised,30 to 39,Male,Motorcyclist,58
20211,2018,Brisbane,Hospitalised,60 to 74,Male,Driver,43
20213,2018,Brisbane,Medically treated,25 to 29,Male,Driver,128
20217,2017,Brisbane,Medically treated,50 to 59,Female,Passenger,26
20223,2017,Brisbane,Hospitalised,17 to 24,Female,Driver,90
20224,2017,Brisbane,Medically treated,17 to 24,Male,Motorcyclist,23
20228,2017,Brisbane,Medically treated,25 to 29,Female,Driver,122
20232,2014,Brisbane,Medically treated,30 to 39,Female,Pedestrian,4
20238,2018,Brisbane,Medically treated,17 to 24,Male,Motorcyclist,18
20242,2016,Brisbane,Minor injury,40 to 49,Male,Pedestrian,3
20244,2016,Brisbane,Medically treated,75 and over,Female,Driver,18
20247,2017,Brisbane,Hospitalised,17 to 24,Female,Passenger,24
20249,2017,Brisbane,Hospitalised,17 to 24,Male,Driver,92
20252,2017,Brisbane,Hospitalised,0 to 16,Female,Pedestrian,9
20265,2016,Brisbane,Medically treated,40 to 49,Male,Bicyclist,29
20267,2016,Brisbane,Medically treated,60 to 74,Male,Bicyclist,11
20268,2016,Brisbane,Minor injury,25 to 29,Male,Pedestrian,1
20269,2018,Brisbane,Hospitalised,17 to 24,Female,Passenger,40
20270,2018,Brisbane,Minor injury,40 to 49,Female,Driver,90
20275,2015,Brisbane,Medically treated,40 to 49,Male,Passenger,11
20284,2018,Brisbane,Medically treated,40 to 49,Male,Bicyclist,23
20285,2014,Brisbane,Hospitalised,30 to 39,Male,Passenger,14
20289,2018,Brisbane,Medically treated,40 to 49,Female,Passenger,30
20292,2018,Brisbane,Hospitalised,60 to 74,Female,Pedestrian,9
20510,2014,Brisbane,Fatality,30 to 39,Male,Motorcyclist,1
20525,2016,Brisbane,Minor injury,17 to 24,Male,Passenger,19
20526,2013,Brisbane,Medically treated,50 to 59,Male,Bicyclist,20
20529,2015,Brisbane,Hospitalised,0 to 16,Male,Bicyclist,9
20553,2015,Brisbane,Medically treated,0 to 16,Male,Passenger,42
20556,2014,Brisbane,Minor injury,50 to 59,Female,Driver,43
20560,2014,Brisbane,Hospitalised,75 and over,Male,Motorcyclist,1
20566,2014,Brisbane,Hospitalised,75 and over,Female,Driver,13
20567,2014,Brisbane,Hospitalised,50 to 59,Male,Motorcyclist,38
20569,2013,Brisbane,Medically treated,17 to 24,Male,Motorcyclist,22
20571,2014,Brisbane,Medically treated,40 to 49,Female,Passenger,37
20572,2018,Brisbane,Minor injury,25 to 29,Male,Driver,44
20574,2016,Brisbane,Minor injury,50 to 59,Female,Passenger,11
20585,2017,Brisbane,Minor injury,75 and over,Male,Passenger,2
20590,2016,Brisbane,Hospitalised,60 to 74,Male,Motorcyclist,22
20596,2017,Brisbane,Minor injury,30 to 39,Male,Motorcyclist,16
20599,2017,Brisbane,Minor injury,25 to 29,Male,Passenger,11
20602,2017,Brisbane,Minor injury,30 to 39,Male,Passenger,20
20614,2018,Brisbane,Minor injury,60 to 74,Male,Passenger,3
20750,2013,Brisbane,Hospitalised,40 to 49,Male,Bicyclist,34
20756,2013,Brisbane,Hospitalised,75 and over,Female,Pedestrian,7
20764,2016,Brisbane,Medically treated,40 to 49,Female,Pedestrian,5
20766,2016,Brisbane,Hospitalised,17 to 24,Male,Passenger,13
20769,2016,Brisbane,Minor injury,40 to 49,Male,Passenger,3
20770,2016,Brisbane,Hospitalised,75 and over,Male,Passenger,4
20773,2014,Brisbane,Medically treated,40 to 49,Female,Pedestrian,4
20775,2015,Brisbane,Fatality,30 to 39,Female,Driver,3
20776,2014,Brisbane,Hospitalised,60 to 74,Female,Pedestrian,7
20777,2013,Brisbane,Minor injury,40 to 49,Male,Motorcyclist,4
20778,2015,Brisbane,Minor injury,60 to 74,Female,Passenger,9
20789,2015,Brisbane,Hospitalised,30 to 39,Unknown,Driver,1
20792,2015,Brisbane,Minor injury,40 to 49,Male,Passenger,4
20796,2018,Brisbane,Hospitalised,50 to 59,Male,Pedestrian,11
20797,2017,Brisbane,Medically treated,0 to 16,Female,Bicyclist,2
20798,2018,Brisbane,Medically treated,Unknown,Male,Passenger,3
20800,2014,Brisbane,Medically treated,40 to 49,Female,Bicyclist,8
20812,2017,Brisbane,Hospitalised,60 to 74,Male,Passenger,5
20814,2018,Brisbane,Hospitalised,50 to 59,Male,Bicyclist,17
20815,2018,Brisbane,Hospitalised,60 to 74,Male,Pedestrian,4
20816,2018,Brisbane,Hospitalised,60 to 74,Female,Bicyclist,5
20935,2013,Brisbane,Hospitalised,17 to 24,Female,Pedestrian,13
20939,2016,Brisbane,Hospitalised,75 and over,Female,Driver,16
20949,2013,Brisbane,Medically treated,40 to 49,Female,Pedestrian,7
20953,2015,Brisbane,Hospitalised,25 to 29,Female,Passenger,8
21077,2013,Brisbane,Minor injury,50 to 59,Male,Passenger,5
21092,2015,Brisbane,Hospitalised,17 to 24,Female,Passenger,28
21094,2014,Brisbane,Hospitalised,50 to 59,Female,Passenger,12
21099,2014,Brisbane,Medically treated,75 and over,Male,Passenger,4
21101,2014,Brisbane,Medically treated,25 to 29,Female,Other,1
21106,2017,Brisbane,Hospitalised,30 to 39,Unknown,Driver,1
21107,2017,Brisbane,Fatality,17 to 24,Male,Pedestrian,1
21109,2016,Brisbane,Medically treated,Unknown,Unknown,Passenger,2
21113,2017,Brisbane,Fatality,25 to 29,Male,Motorcyclist,1
21216,2015,Brisbane,Minor injury,50 to 59,Female,Passenger,4
21225,2014,Brisbane,Minor injury,30 to 39,Male,Motorcyclist,8
21235,2015,Brisbane,Hospitalised,17 to 24,Male,Pedestrian,16
21251,2018,Brisbane,Medically treated,40 to 49,Male,Motorcyclist,27
21327,2013,Brisbane,Hospitalised,25 to 29,Male,Passenger,7
21342,2016,Brisbane,Minor injury,30 to 39,Male,Pedestrian,3
21350,2014,Brisbane,Medically treated,60 to 74,Female,Pedestrian,2
21351,2018,Brisbane,Hospitalised,40 to 49,Female,Bicyclist,3
21354,2017,Brisbane,Minor injury,17 to 24,Female,Pedestrian,3
21412,2015,Brisbane,Medically treated,25 to 29,Female,Bicyclist,4
21418,2014,Brisbane,Hospitalised,60 to 74,Male,Motorcyclist,10
21427,2015,Brisbane,Minor injury,30 to 39,Female,Motorcyclist,2
21478,2014,Brisbane,Fatality,40 to 49,Male,Driver,1
21484,2015,Brisbane,Hospitalised,0 to 16,Male,Driver,1
21488,2016,Brisbane,Medically treated,60 to 74,Female,Bicyclist,2
21489,2016,Brisbane,Medically treated,75 and over,Male,Pedestrian,2
21503,2017,Brisbane,Medically treated,50 to 59,Male,Pedestrian,3
21561,2013,Brisbane,Fatality,17 to 24,Male,Motorcyclist,1
21564,2014,Brisbane,Minor injury,50 to 59,Male,Bicyclist,4
21573,2014,Brisbane,Minor injury,17 to 24,Female,Pedestrian,3
21582,2018,Brisbane,Minor injury,17 to 24,Unknown,Passenger,1
21583,2016,Brisbane,Minor injury,Unknown,Unknown,Motorcyclist,1
21622,2016,Brisbane,Hospitalised,40 to 49,Female,Pedestrian,6
21628,2017,Brisbane,Hospitalised,40 to 49,Male,Pedestrian,3
21638,2018,Brisbane,Hospitalised,17 to 24,Male,Other,1
21670,2016,Brisbane,Minor injury,25 to 29,Male,Passenger,4
21727,2013,Brisbane,Fatality,30 to 39,Male,Motorcyclist,2
21731,2013,Brisbane,Fatality,30 to 39,Male,Driver,1
21736,2014,Brisbane,Hospitalised,0 to 16,Female,Driver,4
21774,2015,Brisbane,Medically treated,25 to 29,Female,Motorcyclist,5
21775,2016,Brisbane,Fatality,30 to 39,Male,Driver,2
21821,2014,Brisbane,Hospitalised,30 to 39,Female,Pedestrian,4
21827,2018,Brisbane,Minor injury,Unknown,Male,Passenger,2
21862,2013,Brisbane,Minor injury,30 to 39,Female,Bicyclist,1
21874,2018,Brisbane,Minor injury,60 to 74,Male,Pedestrian,2
21901,2015,Brisbane,Minor injury,50 to 59,Male,Pedestrian,2
21905,2018,Brisbane,Hospitalised,30 to 39,Unknown,Motorcyclist,1
21949,2018,Brisbane,Minor injury,60 to 74,Male,Bicyclist,3
21950,2014,Brisbane,Minor injury,Unknown,Unknown,Passenger,1
21972,2013,Brisbane,Hospitalised,25 to 29,Unknown,Motorcyclist,1
21981,2017,Brisbane,Minor injury,17 to 24,Male,Bicyclist,2
22015,2014,Brisbane,Medically treated,25 to 29,Male,Pedestrian,3
22017,2018,Brisbane,Medically treated,40 to 49,Female,Pedestrian,1
22095,2017,Brisbane,Minor injury,30 to 39,Female,Other,2
22181,2017,Brisbane,Medically treated,17 to 24,Unknown,Passenger,1
22196,2013,Brisbane,Hospitalised,0 to 16,Male,Motorcyclist,1
22222,2017,Brisbane,Minor injury,50 to 59,Female,Pedestrian,1
22320,2013,Brisbane,Medically treated,Unknown,Unknown,Passenger,2
22346,2016,Brisbane,Minor injury,30 to 39,Female,Pedestrian,1
22347,2014,Brisbane,Medically treated,0 to 16,Female,Bicyclist,1
22350,2018,Brisbane,Minor injury,50 to 59,Female,Motorcyclist,1
22370,2016,Brisbane,Medically treated,25 to 29,Unknown,Bicyclist,1
