,Crash_Year,Crash_Police_Region,Casualty_Severity,Casualty_AgeGroup,Casualty_Gender,Casualty_RoadUserType,Casualty_Count
18223,2014,Brisbane,Minor injury,50 to 59,Female,Passenger,11
18724,2014,Brisbane,Medically treated,50 to 59,Male,Pedestrian,2
19354,2014,Brisbane,Hospitalised,50 to 59,Female,Bicyclist,2
20163,2014,Brisbane,Medically treated,50 to 59,Female,Passenger,36
20556,2014,Brisbane,Minor injury,50 to 59,Female,Driver,43
20567,2014,Brisbane,Hospitalised,50 to 59,Male,Motorcyclist,38
21094,2014,Brisbane,Hospitalised,50 to 59,Female,Passenger,12
21564,2014,Brisbane,Minor injury,50 to 59,Male,Bicyclist,4
549,2014,Brisbane,Minor injury,60 to 74,Male,Driver,24
1864,2014,Brisbane,Hospitalised,60 to 74,Male,Bicyclist,8
1999,2014,Brisbane,Medically treated,60 to 74,Female,Motorcyclist,2
3330,2014,Brisbane,Medically treated,60 to 74,Male,Driver,56
3671,2014,Brisbane,Fatality,60 to 74,Female,Driver,2
3703,2014,Brisbane,Minor injury,60 to 74,Female,Driver,21
5129,2014,Brisbane,Minor injury,60 to 74,Male,Bicyclist,2
6167,2014,Brisbane,Medically treated,60 to 74,Female,Driver,64
6176,2014,Brisbane,Hospitalised,60 to 74,Female,Passenger,21
6181,2014,Brisbane,Minor injury,60 to 74,Male,Motorcyclist,2
6185,2014,Brisbane,Hospitalised,60 to 74,Female,Driver,60
7092,2014,Brisbane,Medically treated,60 to 74,Male,Bicyclist,3
8343,2014,Brisbane,Hospitalised,60 to 74,Female,Bicyclist,1
8871,2014,Brisbane,Medically treated,60 to 74,Male,Motorcyclist,14
8876,2014,Brisbane,Hospitalised,60 to 74,Male,Driver,63
8905,2014,Brisbane,Medically treated,60 to 74,Female,Passenger,24
10695,2014,Brisbane,Fatality,60 to 74,Female,Pedestrian,1
11795,2014,Brisbane,Hospitalised,60 to 74,Male,Pedestrian,7
12712,2014,Brisbane,Fatality,60 to 74,Male,Bicyclist,1
12867,2014,Brisbane,Medically treated,60 to 74,Male,Pedestrian,3
13601,2014,Brisbane,Medically treated,60 to 74,Female,Bicyclist,1
14511,2014,Brisbane,Fatality,60 to 74,Male,Driver,1
16617,2014,Brisbane,Fatality,60 to 74,Female,Passenger,1
17414,2014,Brisbane,Medically treated,60 to 74,Male,Passenger,5
17457,2014,Brisbane,Hospitalised,60 to 74,Male,Passenger,6
17811,2014,Brisbane,Minor injury,60 to 74,Female,Pedestrian,2
18958,2014,Brisbane,Hospitalised,60 to 74,Female,Motorcyclist,1
19248,2014,Brisbane,Minor injury,60 to 74,Male,Passenger,3
19254,2014,Brisbane,Minor injury,60 to 74,Male,Pedestrian,1
20193,2014,Brisbane,Minor injury,60 to 74,Female,Passenger,5
20776,2014,Brisbane,Hospitalised,60 to 74,Female,Pedestrian,7
21350,2014,Brisbane,Medically treated,60 to 74,Female,Pedestrian,2
21418,2014,Brisbane,Hospitalised,60 to 74,Male,Motorcyclist,10
1379,2014,Brisbane,Medically treated,75 and over,Male,Driver,26
2382,2014,Brisbane,Minor injury,75 and over,Female,Passenger,3
2528,2014,Brisbane,Fatality,75 and over,Female,Passenger,1
2560,2014,Brisbane,Hospitalised,75 and over,Female,Bicyclist,1
3271,2014,Brisbane,Medically treated,75 and over,Female,Driver,21
4181,2014,Brisbane,Medically treated,75 and over,Female,Pedestrian,4
5055,2014,Brisbane,Hospitalised,75 and over,Male,Passenger,2
6170,2014,Brisbane,Hospitalised,75 and over,Male,Driver,23
6968,2014,Brisbane,Medically treated,75 and over,Female,Passenger,8
7984,2014,Brisbane,Minor injury,75 and over,Female,Driver,2
9556,2014,Brisbane,Hospitalised,75 and over,Female,Passenger,11
10015,2014,Brisbane,Minor injury,75 and over,Male,Pedestrian,1
10890,2014,Brisbane,Fatality,75 and over,Female,Pedestrian,1
12121,2014,Brisbane,Fatality,75 and over,Male,Motorcyclist,1
12444,2014,Brisbane,Minor injury,75 and over,Male,Driver,12
12966,2014,Brisbane,Minor injury,75 and over,Male,Passenger,1
15685,2014,Brisbane,Medically treated,75 and over,Male,Pedestrian,2
17445,2014,Brisbane,Hospitalised,75 and over,Male,Pedestrian,8
18353,2014,Brisbane,Hospitalised,75 and over,Female,Pedestrian,6
20560,2014,Brisbane,Hospitalised,75 and over,Male,Motorcyclist,1
20566,2014,Brisbane,Hospitalised,75 and over,Female,Driver,13
21099,2014,Brisbane,Medically treated,75 and over,Male,Passenger,4
2188,2014,Brisbane,Hospitalised,Unknown,Male,Pedestrian,2
9566,2014,Brisbane,Minor injury,Unknown,Female,Passenger,2
10481,2014,Brisbane,Minor injury,Unknown,Male,Driver,2
10558,2014,Brisbane,Minor injury,Unknown,Unknown,Motorcyclist,2
12437,2014,Brisbane,Medically treated,Unknown,Male,Passenger,2
15256,2014,Brisbane,Medically treated,Unknown,Female,Driver,2
15287,2014,Brisbane,Medically treated,Unknown,Unknown,Driver,2
16336,2014,Brisbane,Minor injury,Unknown,Female,Driver,1
18651,2014,Brisbane,Hospitalised,Unknown,Male,Driver,1
19214,2014,Brisbane,Hospitalised,Unknown,Female,Bicyclist,1
21950,2014,Brisbane,Minor injury,Unknown,Unknown,Passenger,1
1209,2015,Brisbane,Hospitalised,0 to 16,Male,Passenger,29
3728,2015,Brisbane,Medically treated,0 to 16,Female,Driver,2
4158,2015,Brisbane,Minor injury,0 to 16,Male,Passenger,17
4606,2015,Brisbane,Medically treated,0 to 16,Male,Pedestrian,7
4683,2015,Brisbane,Medically treated,0 to 16,Female,Bicyclist,1
5180,2015,Brisbane,Hospitalised,0 to 16,Male,Other,1
9301,2015,Brisbane,Hospitalised,0 to 16,Male,Pedestrian,14
10026,2015,Brisbane,Hospitalised,0 to 16,Female,Pedestrian,8
10423,2015,Brisbane,Minor injury,0 to 16,Female,Bicyclist,1
10660,2015,Brisbane,Hospitalised,0 to 16,Unknown,Bicyclist,1
10770,2015,Brisbane,Hospitalised,0 to 16,Female,Bicyclist,2
10968,2015,Brisbane,Hospitalised,0 to 16,Unknown,Pedestrian,1
12178,2015,Brisbane,Hospitalised,0 to 16,Female,Passenger,26
12577,2015,Brisbane,Medically treated,0 to 16,Female,Passenger,48
12858,2015,Brisbane,Hospitalised,0 to 16,Female,Driver,1
13275,2015,Brisbane,Medically treated,0 to 16,Female,Pedestrian,7
13346,2015,Brisbane,Minor injury,0 to 16,Male,Pedestrian,1
13736,2015,Brisbane,Medically treated,0 to 16,Male,Driver,2
14565,2015,Brisbane,Minor injury,0 to 16,Male,Bicyclist,4
15240,2015,Brisbane,Minor injury,0 to 16,Female,Pedestrian,1
15684,2015,Brisbane,Minor injury,0 to 16,Female,Passenger,17
18647,2015,Brisbane,Hospitalised,0 to 16,Unknown,Passenger,3
20071,2015,Brisbane,Medically treated,0 to 16,Male,Bicyclist,8
20529,2015,Brisbane,Hospitalised,0 to 16,Male,Bicyclist,9
20553,2015,Brisbane,Medically treated,0 to 16,Male,Passenger,42
21484,2015,Brisbane,Hospitalised,0 to 16,Male,Driver,1
502,2015,Brisbane,Medically treated,17 to 24,Male,Bicyclist,12
4320,2015,Brisbane,Medically treated,17 to 24,Female,Motorcyclist,1
4324,2015,Brisbane,Fatality,17 to 24,Male,Motorcyclist,1
6086,2015,Brisbane,Hospitalised,17 to 24,Male,Driver,102
6104,2015,Brisbane,Medically treated,17 to 24,Female,Driver,206
6145,2015,Brisbane,Minor injury,17 to 24,Female,Passenger,15
6964,2015,Brisbane,Minor injury,17 to 24,Female,Pedestrian,3
6966,2015,Brisbane,Hospitalised,17 to 24,Male,Passenger,21
6986,2015,Brisbane,Medically treated,17 to 24,Female,Pedestrian,14
7217,2015,Brisbane,Minor injury,17 to 24,Male,Motorcyclist,7
7405,2015,Brisbane,Hospitalised,17 to 24,Male,Bicyclist,7
7483,2015,Brisbane,Minor injury,17 to 24,Unknown,Passenger,1
8183,2015,Brisbane,Hospitalised,17 to 24,Female,Bicyclist,3
8874,2015,Brisbane,Minor injury,17 to 24,Male,Driver,49
8917,2015,Brisbane,Hospitalised,17 to 24,Female,Driver,90
10871,2015,Brisbane,Fatality,17 to 24,Female,Pedestrian,1
12135,2015,Brisbane,Medically treated,17 to 24,Female,Bicyclist,5
12862,2015,Brisbane,Hospitalised,17 to 24,Female,Motorcyclist,4
15406,2015,Brisbane,Hospitalised,17 to 24,Female,Pedestrian,8
15774,2015,Brisbane,Minor injury,17 to 24,Male,Bicyclist,4
15783,2015,Brisbane,Fatality,17 to 24,Male,Driver,3
17355,2015,Brisbane,Medically treated,17 to 24,Male,Motorcyclist,33
17382,2015,Brisbane,Minor injury,17 to 24,Male,Passenger,16
17438,2015,Brisbane,Medically treated,17 to 24,Male,Driver,154
17829,2015,Brisbane,Medically treated,17 to 24,Male,Pedestrian,9
18023,2015,Brisbane,Medically treated,17 to 24,Male,Passenger,38
20117,2015,Brisbane,Minor injury,17 to 24,Female,Driver,42
20121,2015,Brisbane,Medically treated,17 to 24,Female,Passenger,61
20157,2015,Brisbane,Hospitalised,17 to 24,Male,Motorcyclist,51
21092,2015,Brisbane,Hospitalised,17 to 24,Female,Passenger,28
21235,2015,Brisbane,Hospitalised,17 to 24,Male,Pedestrian,16
473,2015,Brisbane,Medically treated,25 to 29,Male,Driver,115
528,2015,Brisbane,Minor injury,25 to 29,Male,Driver,30
603,2015,Brisbane,Medically treated,25 to 29,Female,Passenger,33
1871,2015,Brisbane,Fatality,25 to 29,Male,Driver,2
3298,2015,Brisbane,Medically treated,25 to 29,Female,Driver,116
3972,2015,Brisbane,Hospitalised,25 to 29,Female,Bicyclist,6
4155,2015,Brisbane,Medically treated,25 to 29,Male,Motorcyclist,34
5133,2015,Brisbane,Minor injury,25 to 29,Female,Passenger,7
6953,2015,Brisbane,Hospitalised,25 to 29,Male,Bicyclist,9
6967,2015,Brisbane,Fatality,25 to 29,Male,Motorcyclist,2
7609,2015,Brisbane,Hospitalised,25 to 29,Male,Passenger,4
9755,2015,Brisbane,Hospitalised,25 to 29,Female,Pedestrian,6
10016,2015,Brisbane,Hospitalised,25 to 29,Female,Motorcyclist,6
10017,2015,Brisbane,Fatality,25 to 29,Female,Pedestrian,1
10599,2015,Brisbane,Medically treated,25 to 29,Male,Pedestrian,8
11719,2015,Brisbane,Medically treated,25 to 29,Male,Bicyclist,8
11788,2015,Brisbane,Hospitalised,25 to 29,Male,Motorcyclist,31
13640,2015,Brisbane,Minor injury,25 to 29,Female,Bicyclist,1
15006,2015,Brisbane,Hospitalised,25 to 29,Male,Driver,53
15241,2015,Brisbane,Minor injury,25 to 29,Male,Passenger,8
15255,2015,Brisbane,Hospitalised,25 to 29,Male,Pedestrian,6
15778,2015,Brisbane,Minor injury,25 to 29,Male,Bicyclist,2
17386,2015,Brisbane,Minor injury,25 to 29,Male,Motorcyclist,3
17402,2015,Brisbane,Hospitalised,25 to 29,Female,Driver,40
17862,2015,Brisbane,Medically treated,25 to 29,Male,Passenger,23
18217,2015,Brisbane,Medically treated,25 to 29,Female,Pedestrian,7
18901,2015,Brisbane,Medically treated,25 to 29,Unknown,Driver,2
20171,2015,Brisbane,Minor injury,25 to 29,Female,Driver,24
20953,2015,Brisbane,Hospitalised,25 to 29,Female,Passenger,8
21412,2015,Brisbane,Medically treated,25 to 29,Female,Bicyclist,4
21774,2015,Brisbane,Medically treated,25 to 29,Female,Motorcyclist,5
470,2015,Brisbane,Minor injury,30 to 39,Male,Bicyclist,9
471,2015,Brisbane,Hospitalised,30 to 39,Female,Driver,70
482,2015,Brisbane,Hospitalised,30 to 39,Female,Pedestrian,4
509,2015,Brisbane,Minor injury,30 to 39,Female,Driver,49
512,2015,Brisbane,Medically treated,30 to 39,Male,Motorcyclist,40
551,2015,Brisbane,Minor injury,30 to 39,Male,Driver,54
957,2015,Brisbane,Medically treated,30 to 39,Unknown,Driver,1
1235,2015,Brisbane,Medically treated,30 to 39,Female,Motorcyclist,12
1356,2015,Brisbane,Hospitalised,30 to 39,Female,Bicyclist,6
1942,2015,Brisbane,Minor injury,30 to 39,Male,Passenger,8
1952,2015,Brisbane,Hospitalised,30 to 39,Female,Motorcyclist,6
2100,2015,Brisbane,Minor injury,30 to 39,Male,Motorcyclist,3
2318,2015,Brisbane,Hospitalised,30 to 39,Male,Pedestrian,5
3275,2015,Brisbane,Hospitalised,30 to 39,Female,Passenger,14
3294,2015,Brisbane,Hospitalised,30 to 39,Male,Driver,73
3364,2015,Brisbane,Medically treated,30 to 39,Female,Passenger,43
3697,2015,Brisbane,Hospitalised,30 to 39,Male,Bicyclist,22
6799,2015,Brisbane,Medically treated,30 to 39,Male,Pedestrian,8
7660,2015,Brisbane,Hospitalised,30 to 39,Male,Passenger,8
7899,2015,Brisbane,Minor injury,30 to 39,Female,Pedestrian,1
8039,2015,Brisbane,Minor injury,30 to 39,Female,Bicyclist,1
8859,2015,Brisbane,Medically treated,30 to 39,Male,Driver,187
8863,2015,Brisbane,Medically treated,30 to 39,Male,Passenger,35
9875,2015,Brisbane,Medically treated,30 to 39,Female,Bicyclist,10
10355,2015,Brisbane,Minor injury,30 to 39,Male,Pedestrian,1
11707,2015,Brisbane,Medically treated,30 to 39,Female,Driver,202
11769,2015,Brisbane,Hospitalised,30 to 39,Male,Motorcyclist,76
13881,2015,Brisbane,Fatality,30 to 39,Male,Driver,2
16838,2015,Brisbane,Medically treated,30 to 39,Female,Other,1
17798,2015,Brisbane,Medically treated,30 to 39,Male,Bicyclist,34
17825,2015,Brisbane,Minor injury,30 to 39,Female,Passenger,8
18219,2015,Brisbane,Fatality,30 to 39,Female,Passenger,2
20153,2015,Brisbane,Fatality,30 to 39,Male,Motorcyclist,5
20170,2015,Brisbane,Medically treated,30 to 39,Female,Pedestrian,12
20775,2015,Brisbane,Fatality,30 to 39,Female,Driver,3
20789,2015,Brisbane,Hospitalised,30 to 39,Unknown,Driver,1
21427,2015,Brisbane,Minor injury,30 to 39,Female,Motorcyclist,2
939,2015,Brisbane,Medically treated,40 to 49,Male,Motorcyclist,27
2405,2015,Brisbane,Minor injury,40 to 49,Female,Bicyclist,2
2614,2015,Brisbane,Minor injury,40 to 49,Female,Motorcyclist,1
3344,2015,Brisbane,Hospitalised,40 to 49,Male,Driver,79
3711,2015,Brisbane,Minor injury,40 to 49,Male,Motorcyclist,6
3992,2015,Brisbane,Minor injury,40 to 49,Male,Pedestrian,1
4325,2015,Brisbane,Fatality,40 to 49,Male,Driver,2
4526,2015,Brisbane,Hospitalised,40 to 49,Female,Motorcyclist,7
4917,2015,Brisbane,Medically treated,40 to 49,Female,Pedestrian,3
6137,2015,Brisbane,Hospitalised,40 to 49,Male,Pedestrian,7
6157,2015,Brisbane,Minor injury,40 to 49,Male,Driver,32
6794,2015,Brisbane,Hospitalised,40 to 49,Female,Passenger,14
7488,2015,Brisbane,Medically treated,40 to 49,Female,Motorcyclist,6
8835,2015,Brisbane,Minor injury,40 to 49,Female,Driver,62
11703,2015,Brisbane,Medically treated,40 to 49,Male,Driver,175
11736,2015,Brisbane,Medically treated,40 to 49,Female,Passenger,43
12154,2015,Brisbane,Hospitalised,40 to 49,Male,Motorcyclist,59
12723,2015,Brisbane,Minor injury,40 to 49,Male,Bicyclist,7
12964,2015,Brisbane,Medically treated,40 to 49,Unknown,Driver,1
14558,2015,Brisbane,Hospitalised,40 to 49,Male,Bicyclist,26
14602,2015,Brisbane,Hospitalised,40 to 49,Female,Driver,72
14741,2015,Brisbane,Minor injury,40 to 49,Female,Pedestrian,1
14991,2015,Brisbane,Medically treated,40 to 49,Male,Bicyclist,21
16127,2015,Brisbane,Hospitalised,40 to 49,Female,Pedestrian,7
17363,2015,Brisbane,Medically treated,40 to 49,Female,Driver,191
17804,2015,Brisbane,Minor injury,40 to 49,Female,Passenger,14
17824,2015,Brisbane,Hospitalised,40 to 49,Male,Passenger,7
18207,2015,Brisbane,Hospitalised,40 to 49,Female,Bicyclist,2
18784,2015,Brisbane,Medically treated,40 to 49,Female,Bicyclist,4
20119,2015,Brisbane,Medically treated,40 to 49,Male,Pedestrian,11
20275,2015,Brisbane,Medically treated,40 to 49,Male,Passenger,11
20792,2015,Brisbane,Minor injury,40 to 49,Male,Passenger,4
1617,2015,Brisbane,Minor injury,50 to 59,Male,Bicyclist,4
2236,2015,Brisbane,Minor injury,50 to 59,Female,Motorcyclist,1
3289,2015,Brisbane,Medically treated,50 to 59,Female,Driver,150
3329,2015,Brisbane,Hospitalised,50 to 59,Female,Passenger,14
3380,2015,Brisbane,Minor injury,50 to 59,Female,Driver,32
3717,2015,Brisbane,Medically treated,50 to 59,Female,Passenger,33
4529,2015,Brisbane,Medically treated,50 to 59,Male,Pedestrian,6
6097,2015,Brisbane,Hospitalised,50 to 59,Male,Bicyclist,17
6109,2015,Brisbane,Hospitalised,50 to 59,Female,Bicyclist,3
6140,2015,Brisbane,Hospitalised,50 to 59,Male,Other,1
6556,2015,Brisbane,Hospitalised,50 to 59,Male,Motorcyclist,53
6952,2015,Brisbane,Minor injury,50 to 59,Male,Passenger,3
7333,2015,Brisbane,Medically treated,50 to 59,Female,Bicyclist,4
9002,2015,Brisbane,Medically treated,50 to 59,Male,Bicyclist,12
9553,2015,Brisbane,Hospitalised,50 to 59,Female,Motorcyclist,6
9560,2015,Brisbane,Medically treated,50 to 59,Male,Passenger,13
10361,2015,Brisbane,Hospitalised,50 to 59,Female,Pedestrian,6
10924,2015,Brisbane,Hospitalised,50 to 59,Male,Passenger,3
11727,2015,Brisbane,Hospitalised,50 to 59,Female,Driver,58
11746,2015,Brisbane,Hospitalised,50 to 59,Male,Pedestrian,8
12571,2015,Brisbane,Medically treated,50 to 59,Male,Motorcyclist,19
12572,2015,Brisbane,Medically treated,50 to 59,Female,Pedestrian,6
13473,2015,Brisbane,Fatality,50 to 59,Female,Driver,1
14590,2015,Brisbane,Minor injury,50 to 59,Male,Motorcyclist,3
15428,2015,Brisbane,Medically treated,50 to 59,Female,Motorcyclist,5
16335,2015,Brisbane,Fatality,50 to 59,Male,Motorcyclist,1
17388,2015,Brisbane,Medically treated,50 to 59,Male,Driver,84
17430,2015,Brisbane,Hospitalised,50 to 59,Male,Driver,58
19377,2015,Brisbane,Medically treated,50 to 59,Male,Other,1
20142,2015,Brisbane,Minor injury,50 to 59,Male,Driver,32
21216,2015,Brisbane,Minor injury,50 to 59,Female,Passenger,4
21901,2015,Brisbane,Minor injury,50 to 59,Male,Pedestrian,2
983,2015,Brisbane,Minor injury,60 to 74,Male,Driver,31
1793,2015,Brisbane,Medically treated,60 to 74,Male,Bicyclist,5
2585,2015,Brisbane,Hospitalised,60 to 74,Female,Motorcyclist,1
3339,2015,Brisbane,Hospitalised,60 to 74,Female,Passenger,21
3705,2015,Brisbane,Medically treated,60 to 74,Female,Driver,78
6093,2015,Brisbane,Hospitalised,60 to 74,Male,Pedestrian,11
7402,2015,Brisbane,Medically treated,60 to 74,Female,Bicyclist,2
7604,2015,Brisbane,Fatality,60 to 74,Male,Driver,1
8293,2015,Brisbane,Minor injury,60 to 74,Male,Motorcyclist,1
8867,2015,Brisbane,Hospitalised,60 to 74,Male,Driver,50
9911,2015,Brisbane,Hospitalised,60 to 74,Female,Pedestrian,7
10780,2015,Brisbane,Minor injury,60 to 74,Male,Passenger,1
11701,2015,Brisbane,Medically treated,60 to 74,Female,Passenger,32
11740,2015,Brisbane,Minor injury,60 to 74,Female,Driver,17
11755,2015,Brisbane,Medically treated,60 to 74,Male,Motorcyclist,11
12184,2015,Brisbane,Hospitalised,60 to 74,Male,Motorcyclist,15
13333,2015,Brisbane,Medically treated,60 to 74,Female,Pedestrian,4
14578,2015,Brisbane,Medically treated,60 to 74,Male,Driver,58
14584,2015,Brisbane,Hospitalised,60 to 74,Female,Driver,48
15565,2015,Brisbane,Hospitalised,60 to 74,Male,Passenger,5
15857,2015,Brisbane,Minor injury,60 to 74,Male,Pedestrian,2
17517,2015,Brisbane,Hospitalised,60 to 74,Male,Bicyclist,5
18215,2015,Brisbane,Medically treated,60 to 74,Male,Passenger,6
18916,2015,Brisbane,Medically treated,60 to 74,Female,Motorcyclist,1
19084,2015,Brisbane,Medically treated,60 to 74,Male,Pedestrian,5
19278,2015,Brisbane,Hospitalised,60 to 74,Female,Bicyclist,1
20778,2015,Brisbane,Minor injury,60 to 74,Female,Passenger,9
942,2015,Brisbane,Medically treated,75 and over,Male,Bicyclist,1
961,2015,Brisbane,Fatality,75 and over,Female,Pedestrian,1
2536,2015,Brisbane,Fatality,75 and over,Male,Pedestrian,1
3725,2015,Brisbane,Hospitalised,75 and over,Male,Passenger,4
6141,2015,Brisbane,Medically treated,75 and over,Female,Driver,25
6578,2015,Brisbane,Hospitalised,75 and over,Male,Driver,27
6793,2015,Brisbane,Medically treated,75 and over,Male,Driver,19
7222,2015,Brisbane,Hospitalised,75 and over,Female,Pedestrian,3
7412,2015,Brisbane,Minor injury,75 and over,Female,Passenger,2
7605,2015,Brisbane,Hospitalised,75 and over,Female,Passenger,4
7717,2015,Brisbane,Hospitalised,75 and over,Male,Pedestrian,6
8326,2015,Brisbane,Hospitalised,75 and over,Male,Motorcyclist,1
9319,2015,Brisbane,Hospitalised,75 and over,Female,Driver,18
9879,2015,Brisbane,Medically treated,75 and over,Female,Passenger,12
11767,2015,Brisbane,Medically treated,75 and over,Male,Passenger,5
12425,2015,Brisbane,Fatality,75 and over,Male,Driver,2
13337,2015,Brisbane,Medically treated,75 and over,Male,Motorcyclist,1
13641,2015,Brisbane,Minor injury,75 and over,Female,Driver,3
14644,2015,Brisbane,Minor injury,75 and over,Male,Driver,4
14675,2015,Brisbane,Medically treated,75 and over,Male,Pedestrian,5
18042,2015,Brisbane,Medically treated,75 and over,Female,Pedestrian,5
1804,2015,Brisbane,Minor injury,Unknown,Male,Driver,1
2664,2015,Brisbane,Hospitalised,Unknown,Male,Motorcyclist,1
4430,2015,Brisbane,Medically treated,Unknown,Female,Passenger,3
5560,2015,Brisbane,Medically treated,Unknown,Female,Motorcyclist,1
6552,2015,Brisbane,Hospitalised,Unknown,Female,Passenger,5
8865,2015,Brisbane,Medically treated,Unknown,Unknown,Passenger,3
9883,2015,Brisbane,Medically treated,Unknown,Male,Passenger,1
13770,2015,Brisbane,Minor injury,Unknown,Female,Passenger,1
16065,2015,Brisbane,Hospitalised,Unknown,Female,Motorcyclist,1
18373,2015,Brisbane,Minor injury,Unknown,Male,Passenger,2
19252,2015,Brisbane,Hospitalised,Unknown,Male,Passenger,1
617,2016,Brisbane,Medically treated,0 to 16,Female,Pedestrian,9
2096,2016,Brisbane,Medically treated,0 to 16,Female,Bicyclist,1
2275,2016,Brisbane,Minor injury,0 to 16,Male,Pedestrian,1
3755,2016,Brisbane,Minor injury,0 to 16,Male,Bicyclist,1
4148,2016,Brisbane,Medically treated,0 to 16,Male,Bicyclist,11
5241,2016,Brisbane,Hospitalised,0 to 16,Male,Motorcyclist,1
7722,2016,Brisbane,Medically treated,0 to 16,Male,Driver,1
8186,2016,Brisbane,Medically treated,0 to 16,Male,Motorcyclist,1
9354,2016,Brisbane,Medically treated,0 to 16,Male,Passenger,45
9359,2016,Brisbane,Hospitalised,0 to 16,Male,Passenger,29
9867,2016,Brisbane,Hospitalised,0 to 16,Female,Pedestrian,10
10124,2016,Brisbane,Medically treated,0 to 16,Female,Driver,1
12202,2016,Brisbane,Minor injury,0 to 16,Female,Passenger,17
12719,2016,Brisbane,Minor injury,0 to 16,Male,Passenger,20
14585,2016,Brisbane,Hospitalised,0 to 16,Female,Passenger,21
15446,2016,Brisbane,Medically treated,0 to 16,Male,Pedestrian,7
16751,2016,Brisbane,Minor injury,0 to 16,Female,Pedestrian,1
17389,2016,Brisbane,Hospitalised,0 to 16,Male,Pedestrian,16
17531,2016,Brisbane,Medically treated,0 to 16,Female,Passenger,58
18027,2016,Brisbane,Hospitalised,0 to 16,Male,Bicyclist,14
18206,2016,Brisbane,Hospitalised,0 to 16,Female,Bicyclist,4
19158,2016,Brisbane,Hospitalised,0 to 16,Male,Driver,3
477,2016,Brisbane,Medically treated,17 to 24,Female,Driver,189
652,2016,Brisbane,Hospitalised,17 to 24,Male,Motorcyclist,60
666,2016,Brisbane,Minor injury,17 to 24,Male,Driver,47
932,2016,Brisbane,Medically treated,17 to 24,Male,Motorcyclist,34
3421,2016,Brisbane,Medically treated,17 to 24,Male,Passenger,38
4150,2016,Brisbane,Medically treated,17 to 24,Female,Bicyclist,7
4423,2016,Brisbane,Hospitalised,17 to 24,Female,Bicyclist,6
5177,2016,Brisbane,Hospitalised,17 to 24,Unknown,Driver,1
5326,2016,Brisbane,Fatality,17 to 24,Male,Pedestrian,1
5397,2016,Brisbane,Fatality,17 to 24,Male,Passenger,1
6983,2016,Brisbane,Hospitalised,17 to 24,Female,Pedestrian,16
7551,2016,Brisbane,Fatality,17 to 24,Male,Driver,1
7949,2016,Brisbane,Medically treated,17 to 24,Unknown,Driver,2
8254,2016,Brisbane,Fatality,17 to 24,Female,Driver,1
8260,2016,Brisbane,Hospitalised,17 to 24,Male,Other,1
8839,2016,Brisbane,Hospitalised,17 to 24,Female,Motorcyclist,8
9295,2016,Brisbane,Medically treated,17 to 24,Male,Bicyclist,11
9368,2016,Brisbane,Minor injury,17 to 24,Male,Motorcyclist,7
11712,2016,Brisbane,Medically treated,17 to 24,Female,Passenger,73
12143,2016,Brisbane,Minor injury,17 to 24,Female,Driver,39
12418,2016,Brisbane,Medically treated,17 to 24,Female,Pedestrian,8
12743,2016,Brisbane,Medically treated,17 to 24,Female,Motorcyclist,6
12950,2016,Brisbane,Hospitalised,17 to 24,Male,Bicyclist,8
14556,2016,Brisbane,Medically treated,17 to 24,Male,Driver,149
15231,2016,Brisbane,Minor injury,17 to 24,Male,Bicyclist,5
16055,2016,Brisbane,Minor injury,17 to 24,Female,Bicyclist,3
16503,2016,Brisbane,Medically treated,17 to 24,Female,Other,1
17351,2016,Brisbane,Hospitalised,17 to 24,Female,Driver,92
17354,2016,Brisbane,Hospitalised,17 to 24,Male,Driver,90
17381,2016,Brisbane,Minor injury,17 to 24,Female,Passenger,22
17523,2016,Brisbane,Hospitalised,17 to 24,Male,Pedestrian,17
18032,2016,Brisbane,Medically treated,17 to 24,Unknown,Bicyclist,1
18216,2016,Brisbane,Hospitalised,17 to 24,Female,Passenger,30
19080,2016,Brisbane,Fatality,17 to 24,Male,Motorcyclist,2
19157,2016,Brisbane,Minor injury,17 to 24,Female,Pedestrian,1
20082,2016,Brisbane,Medically treated,17 to 24,Male,Pedestrian,12
20525,2016,Brisbane,Minor injury,17 to 24,Male,Passenger,19
20766,2016,Brisbane,Hospitalised,17 to 24,Male,Passenger,13
592,2016,Brisbane,Hospitalised,25 to 29,Male,Driver,54
1511,2016,Brisbane,Hospitalised,25 to 29,Male,Passenger,10
1727,2016,Brisbane,Hospitalised,25 to 29,Female,Bicyclist,1
1960,2016,Brisbane,Minor injury,25 to 29,Male,Motorcyclist,7
3251,2016,Brisbane,Hospitalised,25 to 29,Female,Driver,44
3267,2016,Brisbane,Medically treated,25 to 29,Female,Bicyclist,3
4022,2016,Brisbane,Minor injury,25 to 29,Female,Passenger,4
5559,2016,Brisbane,Fatality,25 to 29,Male,Pedestrian,1
6116,2016,Brisbane,Minor injury,25 to 29,Male,Driver,51
6150,2016,Brisbane,Hospitalised,25 to 29,Male,Pedestrian,6
6965,2016,Brisbane,Medically treated,25 to 29,Female,Pedestrian,7
7900,2016,Brisbane,Fatality,25 to 29,Male,Motorcyclist,1
8826,2016,Brisbane,Hospitalised,25 to 29,Female,Passenger,16
8838,2016,Brisbane,Medically treated,25 to 29,Male,Driver,124
8844,2016,Brisbane,Medically treated,25 to 29,Male,Passenger,18
8855,2016,Brisbane,Minor injury,25 to 29,Female,Driver,32
